,dataset,random_seed,f1_micro,f1_macro,accuracy,classification_report
93,whole_pmd_merged.pkl,23,0.8704512372634643,0.7925443120436471,0.8704512372634643,"              precision    recall  f1-score   support

           0       0.97      0.86      0.92       300
           1       0.47      0.84      0.61        44

    accuracy                           0.86       344
   macro avg       0.72      0.85      0.76       344
weighted avg       0.91      0.86      0.88       344
"
94,sum_pmd_merged.pkl,23,0.9097525473071325,0.8429801116988922,0.9097525473071325,"              precision    recall  f1-score   support

           0       0.97      0.90      0.93       300
           1       0.53      0.80      0.64        44

    accuracy                           0.88       344
   macro avg       0.75      0.85      0.78       344
weighted avg       0.91      0.88      0.89       344
"
95,avg_pmd_merged.pkl,23,0.8791848617176128,0.8031314735533766,0.8791848617176128,"              precision    recall  f1-score   support

           0       0.97      0.88      0.92       300
           1       0.51      0.82      0.63        44

    accuracy                           0.88       344
   macro avg       0.74      0.85      0.78       344
weighted avg       0.91      0.88      0.89       344
"
96,metrics_pmd_merged.pkl,24,0.9352256186317321,0.8798038504521879,0.9352256186317321,"              precision    recall  f1-score   support

           0       0.97      0.91      0.94       300
           1       0.56      0.80      0.66        44

    accuracy                           0.90       344
   macro avg       0.77      0.85      0.80       344
weighted avg       0.92      0.90      0.90       344
"
97,whole_pmd_merged.pkl,24,0.87627365356623,0.799566835081553,0.87627365356623,"              precision    recall  f1-score   support

           0       0.98      0.83      0.90       300
           1       0.44      0.89      0.59        44

    accuracy                           0.84       344
   macro avg       0.71      0.86      0.74       344
weighted avg       0.91      0.84      0.86       344
"
98,sum_pmd_merged.pkl,24,0.9221251819505094,0.8605548478763776,0.9221251819505094,"              precision    recall  f1-score   support

           0       0.97      0.88      0.92       300
           1       0.50      0.84      0.63        44

    accuracy                           0.87       344
   macro avg       0.74      0.86      0.77       344
weighted avg       0.91      0.87      0.88       344
"
99,avg_pmd_merged.pkl,24,0.8871906841339156,0.8131270011608818,0.8871906841339156,"              precision    recall  f1-score   support

           0       0.98      0.85      0.91       300
           1       0.46      0.86      0.60        44

    accuracy                           0.85       344
   macro avg       0.72      0.86      0.75       344
weighted avg       0.91      0.85      0.87       344
"
100,metrics_pmd_merged.pkl,25,0.9323144104803494,0.8757645494080484,0.9323144104803494,"              precision    recall  f1-score   support

           0       0.97      0.89      0.93       300
           1       0.52      0.82      0.64        44

    accuracy                           0.88       344
   macro avg       0.75      0.85      0.78       344
weighted avg       0.91      0.88      0.89       344
"
101,whole_pmd_merged.pkl,25,0.8537117903930131,0.773091285539986,0.8537117903930131,"              precision    recall  f1-score   support

           0       0.98      0.86      0.92       300
           1       0.48      0.89      0.62        44

    accuracy                           0.86       344
   macro avg       0.73      0.87      0.77       344
weighted avg       0.92      0.86      0.88       344
"
102,sum_pmd_merged.pkl,25,0.9017467248908297,0.8320827120963997,0.9017467248908297,"              precision    recall  f1-score   support

           0       0.97      0.87      0.92       300
           1       0.49      0.82      0.61        44

    accuracy                           0.87       344
   macro avg       0.73      0.85      0.76       344
weighted avg       0.91      0.87      0.88       344
"
103,avg_pmd_merged.pkl,25,0.87117903930131,0.7934145241317094,0.87117903930131,"              precision    recall  f1-score   support

           0       0.97      0.85      0.90       300
           1       0.43      0.80      0.56        44

    accuracy                           0.84       344
   macro avg       0.70      0.82      0.73       344
weighted avg       0.90      0.84      0.86       344
"
104,metrics_pmd_merged.pkl,26,0.9410480349344978,0.8889719122701131,0.9410480349344978,"              precision    recall  f1-score   support

           0       0.96      0.90      0.93       300
           1       0.53      0.77      0.63        44

    accuracy                           0.88       344
   macro avg       0.75      0.84      0.78       344
weighted avg       0.91      0.88      0.89       344
"
105,whole_pmd_merged.pkl,26,0.8580786026200873,0.7780660359776053,0.8580786026200873,"              precision    recall  f1-score   support

           0       0.99      0.83      0.90       300
           1       0.45      0.95      0.61        44

    accuracy                           0.85       344
   macro avg       0.72      0.89      0.76       344
weighted avg       0.92      0.85      0.87       344
"
106,sum_pmd_merged.pkl,26,0.9046579330422125,0.8360045738026796,0.9046579330422125,"              precision    recall  f1-score   support

           0       0.98      0.87      0.92       300
           1       0.50      0.86      0.63        44

    accuracy                           0.87       344
   macro avg       0.74      0.87      0.78       344
weighted avg       0.92      0.87      0.89       344
"
107,avg_pmd_merged.pkl,26,0.8624454148471615,0.7831097079715864,0.8624454148471615,"              precision    recall  f1-score   support

           0       0.99      0.82      0.90       300
           1       0.44      0.93      0.59        44

    accuracy                           0.84       344
   macro avg       0.71      0.88      0.75       344
weighted avg       0.92      0.84      0.86       344
"
108,metrics_pmd_merged.pkl,27,0.9337700145560408,0.8775515000758973,0.9337700145560408,"              precision    recall  f1-score   support

           0       0.96      0.92      0.94       300
           1       0.58      0.77      0.66        44

    accuracy                           0.90       344
   macro avg       0.77      0.84      0.80       344
weighted avg       0.92      0.90      0.90       344
"
109,whole_pmd_merged.pkl,27,0.8799126637554585,0.804028349372564,0.8799126637554585,"              precision    recall  f1-score   support

           0       0.99      0.85      0.92       300
           1       0.48      0.95      0.64        44

    accuracy                           0.86       344
   macro avg       0.74      0.90      0.78       344
weighted avg       0.93      0.86      0.88       344
"
110,sum_pmd_merged.pkl,27,0.9177583697234353,0.854245151502919,0.9177583697234353,"              precision    recall  f1-score   support

           0       0.98      0.88      0.93       300
           1       0.51      0.86      0.64        44

    accuracy                           0.88       344
   macro avg       0.75      0.87      0.79       344
weighted avg       0.92      0.88      0.89       344
"
111,avg_pmd_merged.pkl,27,0.8544395924308588,0.7739157334246007,0.8544395924308588,"              precision    recall  f1-score   support

           0       1.00      0.85      0.92       300
           1       0.48      0.98      0.65        44

    accuracy                           0.86       344
   macro avg       0.74      0.91      0.78       344
weighted avg       0.93      0.86      0.88       344
"
112,metrics_pmd_merged.pkl,28,0.9366812227074236,0.8820718373483576,0.9366812227074236,"              precision    recall  f1-score   support

           0       0.96      0.90      0.93       300
           1       0.53      0.75      0.62        44

    accuracy                           0.88       344
   macro avg       0.75      0.83      0.78       344
weighted avg       0.91      0.88      0.89       344
"
113,whole_pmd_merged.pkl,28,0.8733624454148472,0.7960380835380836,0.8733624454148472,"              precision    recall  f1-score   support

           0       0.99      0.85      0.92       300
           1       0.49      0.95      0.65        44

    accuracy                           0.87       344
   macro avg       0.74      0.90      0.78       344
weighted avg       0.93      0.87      0.88       344
"
114,sum_pmd_merged.pkl,28,0.9002911208151383,0.8301387762173713,0.9002911208151383,"              precision    recall  f1-score   support

           0       0.99      0.89      0.94       300
           1       0.55      0.91      0.68        44

    accuracy                           0.89       344
   macro avg       0.77      0.90      0.81       344
weighted avg       0.93      0.89      0.90       344
"
115,avg_pmd_merged.pkl,28,0.8719068413391557,0.7942868809228099,0.8719068413391557,"              precision    recall  f1-score   support

           0       0.97      0.86      0.91       300
           1       0.47      0.84      0.60        44

    accuracy                           0.86       344
   macro avg       0.72      0.85      0.76       344
weighted avg       0.91      0.86      0.87       344
"
116,metrics_pmd_merged.pkl,29,0.9279475982532751,0.8686940548116844,0.9279475982532751,"              precision    recall  f1-score   support

           0       0.97      0.90      0.93       300
           1       0.55      0.82      0.65        44

    accuracy                           0.89       344
   macro avg       0.76      0.86      0.79       344
weighted avg       0.92      0.89      0.90       344
"
117,whole_pmd_merged.pkl,29,0.8653566229985444,0.7865117486148334,0.8653566229985444,"              precision    recall  f1-score   support

           0       0.99      0.84      0.91       300
           1       0.46      0.93      0.62        44

    accuracy                           0.85       344
   macro avg       0.72      0.89      0.76       344
weighted avg       0.92      0.85      0.87       344
"
118,sum_pmd_merged.pkl,29,0.9104803493449781,0.8439886011481934,0.9104803493449781,"              precision    recall  f1-score   support

           0       0.98      0.89      0.93       300
           1       0.54      0.86      0.67        44

    accuracy                           0.89       344
   macro avg       0.76      0.88      0.80       344
weighted avg       0.92      0.89      0.90       344
"
119,avg_pmd_merged.pkl,29,0.8755458515283843,0.7986813186813186,0.8755458515283843,"              precision    recall  f1-score   support

           0       0.99      0.85      0.92       300
           1       0.48      0.93      0.64        44

    accuracy                           0.86       344
   macro avg       0.74      0.89      0.78       344
weighted avg       0.92      0.86      0.88       344
"
120,metrics_pmd_merged.pkl,30,0.9374090247452693,0.8836418780526233,0.9374090247452693,"              precision    recall  f1-score   support

           0       0.96      0.91      0.94       300
           1       0.55      0.73      0.63        44

    accuracy                           0.89       344
   macro avg       0.75      0.82      0.78       344
weighted avg       0.91      0.89      0.90       344
"
121,whole_pmd_merged.pkl,30,0.86608442503639,0.787367323251863,0.86608442503639,"              precision    recall  f1-score   support

           0       0.97      0.87      0.92       300
           1       0.49      0.84      0.62        44

    accuracy                           0.87       344
   macro avg       0.73      0.86      0.77       344
weighted avg       0.91      0.87      0.88       344
"
122,sum_pmd_merged.pkl,30,0.9104803493449781,0.8439886011481934,0.9104803493449781,"              precision    recall  f1-score   support

           0       0.96      0.90      0.93       300
           1       0.52      0.73      0.60        44

    accuracy                           0.88       344
   macro avg       0.74      0.81      0.77       344
weighted avg       0.90      0.88      0.89       344
"
123,avg_pmd_merged.pkl,30,0.88136826783115,0.8058290641713779,0.88136826783115,"              precision    recall  f1-score   support

           0       0.97      0.88      0.92       300
           1       0.51      0.82      0.63        44

    accuracy                           0.88       344
   macro avg       0.74      0.85      0.78       344
weighted avg       0.91      0.88      0.89       344
"
124,metrics_pmd_merged.pkl,31,0.9315866084425036,0.8742018054099964,0.9315866084425036,"              precision    recall  f1-score   support

           0       0.96      0.92      0.94       300
           1       0.58      0.77      0.66        44

    accuracy                           0.90       344
   macro avg       0.77      0.84      0.80       344
weighted avg       0.92      0.90      0.90       344
"
125,whole_pmd_merged.pkl,31,0.8602620087336245,0.7805790939305925,0.8602620087336245,"              precision    recall  f1-score   support

           0       0.99      0.84      0.91       300
           1       0.46      0.93      0.62        44

    accuracy                           0.85       344
   macro avg       0.72      0.89      0.76       344
weighted avg       0.92      0.85      0.87       344
"
126,sum_pmd_merged.pkl,31,0.9184861717612809,0.855288448879644,0.9184861717612809,"              precision    recall  f1-score   support

           0       0.96      0.89      0.93       300
           1       0.51      0.77      0.61        44

    accuracy                           0.88       344
   macro avg       0.74      0.83      0.77       344
weighted avg       0.91      0.88      0.89       344
"
127,avg_pmd_merged.pkl,31,0.8617176128093159,0.7822641987829615,0.8617176128093159,"              precision    recall  f1-score   support

           0       0.98      0.81      0.88       300
           1       0.40      0.89      0.55        44

    accuracy                           0.82       344
   macro avg       0.69      0.85      0.72       344
weighted avg       0.91      0.82      0.84       344
"
128,metrics_pmd_merged.pkl,32,0.9432314410480349,0.8928828439838803,0.9432314410480349,"              precision    recall  f1-score   support

           0       0.97      0.87      0.91       300
           1       0.47      0.80      0.59        44

    accuracy                           0.86       344
   macro avg       0.72      0.83      0.75       344
weighted avg       0.90      0.86      0.87       344
"
129,whole_pmd_merged.pkl,32,0.8740902474526928,0.796916957077816,0.8740902474526928,"              precision    recall  f1-score   support

           0       0.98      0.82      0.89       300
           1       0.41      0.89      0.57        44

    accuracy                           0.83       344
   macro avg       0.70      0.85      0.73       344
weighted avg       0.91      0.83      0.85       344
"
130,sum_pmd_merged.pkl,32,0.9068413391557496,0.8389763159533131,0.9068413391557496,"              precision    recall  f1-score   support

           0       0.97      0.84      0.90       300
           1       0.43      0.84      0.57        44

    accuracy                           0.84       344
   macro avg       0.70      0.84      0.73       344
weighted avg       0.90      0.84      0.86       344
"
131,avg_pmd_merged.pkl,32,0.8719068413391557,0.7942868809228099,0.8719068413391557,"              precision    recall  f1-score   support

           0       0.98      0.82      0.89       300
           1       0.42      0.86      0.56        44

    accuracy                           0.83       344
   macro avg       0.70      0.84      0.73       344
weighted avg       0.90      0.83      0.85       344
"
132,metrics_pmd_merged.pkl,33,0.9374090247452693,0.8836418780526233,0.9374090247452693,"              precision    recall  f1-score   support

           0       0.95      0.91      0.93       300
           1       0.51      0.66      0.57        44

    accuracy                           0.88       344
   macro avg       0.73      0.78      0.75       344
weighted avg       0.89      0.88      0.88       344
"
133,whole_pmd_merged.pkl,33,0.8828238719068413,0.8076391636485376,0.8828238719068413,"              precision    recall  f1-score   support

           0       0.96      0.84      0.90       300
           1       0.41      0.75      0.53        44

    accuracy                           0.83       344
   macro avg       0.69      0.80      0.71       344
weighted avg       0.89      0.83      0.85       344
"
134,sum_pmd_merged.pkl,33,0.9250363901018923,0.8648292672210829,0.9250363901018923,"              precision    recall  f1-score   support

           0       0.96      0.86      0.90       300
           1       0.43      0.73      0.54        44

    accuracy                           0.84       344
   macro avg       0.69      0.79      0.72       344
weighted avg       0.89      0.84      0.86       344
"
135,avg_pmd_merged.pkl,33,0.8879184861717613,0.8140501968503937,0.8879184861717613,"              precision    recall  f1-score   support

           0       0.96      0.83      0.89       300
           1       0.39      0.75      0.52        44

    accuracy                           0.82       344
   macro avg       0.68      0.79      0.70       344
weighted avg       0.89      0.82      0.84       344
"
136,metrics_pmd_merged.pkl,34,0.9286754002911208,0.8697882216420076,0.9286754002911208,"              precision    recall  f1-score   support

           0       0.97      0.90      0.93       300
           1       0.55      0.80      0.65        44

    accuracy                           0.89       344
   macro avg       0.76      0.85      0.79       344
weighted avg       0.91      0.89      0.90       344
"
137,whole_pmd_merged.pkl,34,0.8857350800582242,0.8112880071594348,0.8857350800582242,"              precision    recall  f1-score   support

           0       0.98      0.83      0.90       300
           1       0.42      0.86      0.57        44

    accuracy                           0.83       344
   macro avg       0.70      0.85      0.73       344
weighted avg       0.91      0.83      0.85       344
"
138,sum_pmd_merged.pkl,34,0.9068413391557496,0.8389763159533131,0.9068413391557496,"              precision    recall  f1-score   support

           0       0.96      0.86      0.91       300
           1       0.44      0.75      0.55        44

    accuracy                           0.85       344
   macro avg       0.70      0.80      0.73       344
weighted avg       0.89      0.85      0.86       344
"
139,avg_pmd_merged.pkl,34,0.8879184861717613,0.8140501968503937,0.8879184861717613,"              precision    recall  f1-score   support

           0       0.97      0.86      0.91       300
           1       0.46      0.84      0.60        44

    accuracy                           0.85       344
   macro avg       0.72      0.85      0.75       344
weighted avg       0.91      0.85      0.87       344
"
140,metrics_pmd_merged.pkl,35,0.9308588064046579,0.8730928192877914,0.9308588064046579,"              precision    recall  f1-score   support

           0       0.97      0.91      0.94       300
           1       0.56      0.80      0.65        44

    accuracy                           0.89       344
   macro avg       0.76      0.85      0.80       344
weighted avg       0.92      0.89      0.90       344
"
141,whole_pmd_merged.pkl,35,0.8697234352256187,0.7916762310529859,0.8697234352256187,"              precision    recall  f1-score   support

           0       0.99      0.86      0.92       300
           1       0.51      0.95      0.66        44

    accuracy                           0.88       344
   macro avg       0.75      0.91      0.79       344
weighted avg       0.93      0.88      0.89       344
"
142,sum_pmd_merged.pkl,35,0.9104803493449781,0.8439886011481934,0.9104803493449781,"              precision    recall  f1-score   support

           0       0.99      0.90      0.94       300
           1       0.57      0.91      0.70        44

    accuracy                           0.90       344
   macro avg       0.78      0.90      0.82       344
weighted avg       0.93      0.90      0.91       344
"
143,avg_pmd_merged.pkl,35,0.86608442503639,0.787367323251863,0.86608442503639,"              precision    recall  f1-score   support

           0       0.99      0.84      0.91       300
           1       0.46      0.95      0.62        44

    accuracy                           0.85       344
   macro avg       0.73      0.90      0.76       344
weighted avg       0.92      0.85      0.87       344
"
144,metrics_pmd_merged.pkl,36,0.9315866084425036,0.8742018054099964,0.9315866084425036,"              precision    recall  f1-score   support

           0       0.98      0.93      0.95       300
           1       0.63      0.86      0.73        44

    accuracy                           0.92       344
   macro avg       0.81      0.90      0.84       344
weighted avg       0.93      0.92      0.92       344
"
145,whole_pmd_merged.pkl,36,0.8609898107714702,0.7814206648981581,0.8609898107714702,"              precision    recall  f1-score   support

           0       0.98      0.86      0.92       300
           1       0.48      0.89      0.62        44

    accuracy                           0.86       344
   macro avg       0.73      0.87      0.77       344
weighted avg       0.92      0.86      0.88       344
"
146,sum_pmd_merged.pkl,36,0.895924308588064,0.8243731603302624,0.895924308588064,"              precision    recall  f1-score   support

           0       0.98      0.90      0.94       300
           1       0.56      0.86      0.68        44

    accuracy                           0.90       344
   macro avg       0.77      0.88      0.81       344
weighted avg       0.92      0.90      0.90       344
"
147,avg_pmd_merged.pkl,36,0.8784570596797671,0.8022368989206794,0.8784570596797671,"              precision    recall  f1-score   support

           0       0.97      0.88      0.92       300
           1       0.50      0.84      0.63        44

    accuracy                           0.87       344
   macro avg       0.74      0.86      0.77       344
weighted avg       0.91      0.87      0.88       344
"
148,metrics_pmd_merged.pkl,37,0.9337700145560408,0.8775515000758973,0.9337700145560408,"              precision    recall  f1-score   support

           0       0.96      0.89      0.93       300
           1       0.51      0.75      0.61        44

    accuracy                           0.88       344
   macro avg       0.73      0.82      0.77       344
weighted avg       0.90      0.88      0.88       344
"
149,whole_pmd_merged.pkl,37,0.8595342066957787,0.7797394735814782,0.8595342066957787,"              precision    recall  f1-score   support

           0       0.99      0.83      0.90       300
           1       0.45      0.95      0.61        44

    accuracy                           0.85       344
   macro avg       0.72      0.89      0.76       344
weighted avg       0.92      0.85      0.87       344
"
150,sum_pmd_merged.pkl,37,0.9192139737991266,0.8563350430248824,0.9192139737991266,"              precision    recall  f1-score   support

           0       0.97      0.89      0.93       300
           1       0.51      0.80      0.62        44

    accuracy                           0.88       344
   macro avg       0.74      0.84      0.78       344
weighted avg       0.91      0.88      0.89       344
"
151,avg_pmd_merged.pkl,37,0.8719068413391557,0.7942868809228099,0.8719068413391557,"              precision    recall  f1-score   support

           0       0.97      0.84      0.90       300
           1       0.43      0.84      0.57        44

    accuracy                           0.84       344
   macro avg       0.70      0.84      0.73       344
weighted avg       0.90      0.84      0.86       344
"
152,metrics_pmd_merged.pkl,38,0.9381368267831149,0.884782829593223,0.9381368267831149,"              precision    recall  f1-score   support

           0       0.95      0.88      0.92       300
           1       0.46      0.70      0.56        44

    accuracy                           0.86       344
   macro avg       0.71      0.79      0.74       344
weighted avg       0.89      0.86      0.87       344
"
153,whole_pmd_merged.pkl,38,0.8828238719068413,0.8076391636485376,0.8828238719068413,"              precision    recall  f1-score   support

           0       0.96      0.83      0.89       300
           1       0.40      0.77      0.52        44

    accuracy                           0.82       344
   macro avg       0.68      0.80      0.71       344
weighted avg       0.89      0.82      0.84       344
"
154,sum_pmd_merged.pkl,38,0.9177583697234353,0.854245151502919,0.9177583697234353,"              precision    recall  f1-score   support

           0       0.95      0.85      0.90       300
           1       0.41      0.70      0.52        44

    accuracy                           0.83       344
   macro avg       0.68      0.78      0.71       344
weighted avg       0.88      0.83      0.85       344
"
155,avg_pmd_merged.pkl,38,0.8893740902474527,0.8159040664567562,0.8893740902474527,"              precision    recall  f1-score   support

           0       0.96      0.82      0.89       300
           1       0.38      0.75      0.51        44

    accuracy                           0.81       344
   macro avg       0.67      0.79      0.70       344
weighted avg       0.88      0.81      0.84       344
"
156,metrics_pmd_merged.pkl,39,0.9308588064046579,0.8730928192877914,0.9308588064046579,"              precision    recall  f1-score   support

           0       0.98      0.88      0.93       300
           1       0.52      0.86      0.65        44

    accuracy                           0.88       344
   macro avg       0.75      0.87      0.79       344
weighted avg       0.92      0.88      0.89       344
"
157,whole_pmd_merged.pkl,39,0.8682678311499272,0.7899464084361314,0.8682678311499272,"              precision    recall  f1-score   support

           0       0.99      0.84      0.91       300
           1       0.46      0.93      0.61        44

    accuracy                           0.85       344
   macro avg       0.72      0.88      0.76       344
weighted avg       0.92      0.85      0.87       344
"
158,sum_pmd_merged.pkl,39,0.893740902474527,0.8215266903914591,0.893740902474527,"              precision    recall  f1-score   support

           0       0.98      0.86      0.91       300
           1       0.47      0.86      0.61        44

    accuracy                           0.86       344
   macro avg       0.73      0.86      0.76       344
weighted avg       0.91      0.86      0.88       344
"
159,avg_pmd_merged.pkl,39,0.8617176128093159,0.7822641987829615,0.8617176128093159,"              precision    recall  f1-score   support

           0       0.99      0.82      0.90       300
           1       0.44      0.93      0.59        44

    accuracy                           0.84       344
   macro avg       0.71      0.88      0.75       344
weighted avg       0.92      0.84      0.86       344
"
160,metrics_pmd_merged.pkl,40,0.9359534206695779,0.8813718295377395,0.9359534206695779,"              precision    recall  f1-score   support

           0       0.97      0.92      0.95       300
           1       0.61      0.82      0.70        44

    accuracy                           0.91       344
   macro avg       0.79      0.87      0.82       344
weighted avg       0.93      0.91      0.92       344
"
161,whole_pmd_merged.pkl,40,0.8631732168850073,0.7839572049392298,0.8631732168850073,"              precision    recall  f1-score   support

           0       0.98      0.84      0.90       300
           1       0.44      0.86      0.58        44

    accuracy                           0.84       344
   macro avg       0.71      0.85      0.74       344
weighted avg       0.91      0.84      0.86       344
"
162,sum_pmd_merged.pkl,40,0.9061135371179039,0.8379828061371396,0.9061135371179039,"              precision    recall  f1-score   support

           0       0.97      0.90      0.93       300
           1       0.55      0.82      0.65        44

    accuracy                           0.89       344
   macro avg       0.76      0.86      0.79       344
weighted avg       0.92      0.89      0.90       344
"
163,avg_pmd_merged.pkl,40,0.8631732168850073,0.7839572049392298,0.8631732168850073,"              precision    recall  f1-score   support

           0       0.98      0.84      0.90       300
           1       0.45      0.89      0.60        44

    accuracy                           0.85       344
   macro avg       0.71      0.86      0.75       344
weighted avg       0.91      0.85      0.87       344
"
164,metrics_pmd_merged.pkl,41,0.9359534206695779,0.8809358752166379,0.9359534206695779,"              precision    recall  f1-score   support

           0       0.97      0.91      0.94       300
           1       0.56      0.82      0.67        44

    accuracy                           0.90       344
   macro avg       0.77      0.86      0.80       344
weighted avg       0.92      0.90      0.90       344
"
165,whole_pmd_merged.pkl,41,0.86608442503639,0.787367323251863,0.86608442503639,"              precision    recall  f1-score   support

           0       0.99      0.85      0.91       300
           1       0.48      0.93      0.63        44

    accuracy                           0.86       344
   macro avg       0.73      0.89      0.77       344
weighted avg       0.92      0.86      0.88       344
"
166,sum_pmd_merged.pkl,41,0.9112081513828238,0.8450001479465026,0.9112081513828238,"              precision    recall  f1-score   support

           0       0.98      0.87      0.92       300
           1       0.49      0.86      0.63        44

    accuracy                           0.87       344
   macro avg       0.74      0.87      0.77       344
weighted avg       0.92      0.87      0.88       344
"
167,avg_pmd_merged.pkl,41,0.8697234352256187,0.7916762310529859,0.8697234352256187,"              precision    recall  f1-score   support

           0       0.98      0.85      0.91       300
           1       0.47      0.91      0.62        44

    accuracy                           0.85       344
   macro avg       0.72      0.88      0.76       344
weighted avg       0.92      0.85      0.87       344
"
168,metrics_pmd_merged.pkl,42,0.9403202328966521,0.8878117170976902,0.9403202328966521,"              precision    recall  f1-score   support

           0       0.97      0.89      0.93       300
           1       0.51      0.80      0.62        44

    accuracy                           0.88       344
   macro avg       0.74      0.84      0.78       344
weighted avg       0.91      0.88      0.89       344
"
169,whole_pmd_merged.pkl,42,0.8791848617176128,0.8031314735533766,0.8791848617176128,"              precision    recall  f1-score   support

           0       0.99      0.83      0.90       300
           1       0.45      0.93      0.60        44

    accuracy                           0.84       344
   macro avg       0.72      0.88      0.75       344
weighted avg       0.92      0.84      0.86       344
"
170,sum_pmd_merged.pkl,42,0.9155749636098981,0.851134814039938,0.9155749636098981,"              precision    recall  f1-score   support

           0       0.97      0.86      0.91       300
           1       0.47      0.84      0.60        44

    accuracy                           0.86       344
   macro avg       0.72      0.85      0.76       344
weighted avg       0.91      0.86      0.87       344
"
171,avg_pmd_merged.pkl,42,0.8777292576419214,0.8013446107135112,0.8777292576419214,"              precision    recall  f1-score   support

           0       0.98      0.84      0.91       300
           1       0.45      0.91      0.61        44

    accuracy                           0.85       344
   macro avg       0.72      0.87      0.76       344
weighted avg       0.92      0.85      0.87       344
"
172,metrics_pmd_merged.pkl,43,0.925764192139738,0.8659065858363185,0.925764192139738,"              precision    recall  f1-score   support

           0       0.98      0.88      0.93       300
           1       0.51      0.86      0.64        44

    accuracy                           0.88       344
   macro avg       0.75      0.87      0.79       344
weighted avg       0.92      0.88      0.89       344
"
173,whole_pmd_merged.pkl,43,0.87627365356623,0.799566835081553,0.87627365356623,"              precision    recall  f1-score   support

           0       0.98      0.83      0.90       300
           1       0.43      0.89      0.58        44

    accuracy                           0.84       344
   macro avg       0.71      0.86      0.74       344
weighted avg       0.91      0.84      0.86       344
"
174,sum_pmd_merged.pkl,43,0.9148471615720524,0.850104478739206,0.9148471615720524,"              precision    recall  f1-score   support

           0       0.97      0.86      0.91       300
           1       0.45      0.80      0.58        44

    accuracy                           0.85       344
   macro avg       0.71      0.83      0.74       344
weighted avg       0.90      0.85      0.87       344
"
175,avg_pmd_merged.pkl,43,0.8653566229985444,0.7865117486148334,0.8653566229985444,"              precision    recall  f1-score   support

           0       0.97      0.82      0.89       300
           1       0.40      0.84      0.54        44

    accuracy                           0.82       344
   macro avg       0.69      0.83      0.72       344
weighted avg       0.90      0.82      0.84       344
"
176,metrics_pmd_merged.pkl,44,0.9286754002911208,0.8697882216420076,0.9286754002911208,"              precision    recall  f1-score   support

           0       0.97      0.90      0.93       300
           1       0.54      0.82      0.65        44

    accuracy                           0.89       344
   macro avg       0.75      0.86      0.79       344
weighted avg       0.92      0.89      0.90       344
"
177,whole_pmd_merged.pkl,44,0.8617176128093159,0.7822641987829615,0.8617176128093159,"              precision    recall  f1-score   support

           0       0.98      0.82      0.89       300
           1       0.43      0.91      0.58        44

    accuracy                           0.83       344
   macro avg       0.70      0.86      0.74       344
weighted avg       0.91      0.83      0.85       344
"
178,sum_pmd_merged.pkl,44,0.9002911208151383,0.8301387762173713,0.9002911208151383,"              precision    recall  f1-score   support

           0       0.98      0.86      0.91       300
           1       0.47      0.86      0.61        44

    accuracy                           0.86       344
   macro avg       0.72      0.86      0.76       344
weighted avg       0.91      0.86      0.87       344
"
179,avg_pmd_merged.pkl,44,0.8602620087336245,0.7805790939305925,0.8602620087336245,"              precision    recall  f1-score   support

           0       0.98      0.81      0.89       300
           1       0.40      0.86      0.55        44

    accuracy                           0.82       344
   macro avg       0.69      0.84      0.72       344
weighted avg       0.90      0.82      0.84       344
"
180,metrics_pmd_merged.pkl,45,0.9381368267831149,0.884355688197032,0.9381368267831149,"              precision    recall  f1-score   support

           0       0.97      0.88      0.92       300
           1       0.51      0.84      0.63        44

    accuracy                           0.88       344
   macro avg       0.74      0.86      0.78       344
weighted avg       0.91      0.88      0.89       344
"
181,whole_pmd_merged.pkl,45,0.8740902474526928,0.796916957077816,0.8740902474526928,"              precision    recall  f1-score   support

           0       0.99      0.87      0.92       300
           1       0.51      0.93      0.66        44

    accuracy                           0.88       344
   macro avg       0.75      0.90      0.79       344
weighted avg       0.93      0.88      0.89       344
"
182,sum_pmd_merged.pkl,45,0.9068413391557496,0.8389763159533131,0.9068413391557496,"              precision    recall  f1-score   support

           0       0.96      0.89      0.92       300
           1       0.50      0.75      0.60        44

    accuracy                           0.87       344
   macro avg       0.73      0.82      0.76       344
weighted avg       0.90      0.87      0.88       344
"
183,avg_pmd_merged.pkl,45,0.8668122270742358,0.7882249494023028,0.8668122270742358,"              precision    recall  f1-score   support

           0       0.98      0.86      0.91       300
           1       0.47      0.86      0.61        44

    accuracy                           0.86       344
   macro avg       0.72      0.86      0.76       344
weighted avg       0.91      0.86      0.87       344
"
184,metrics_pmd_merged.pkl,46,0.9381368267831149,0.884355688197032,0.9381368267831149,"              precision    recall  f1-score   support

           0       0.96      0.90      0.93       300
           1       0.52      0.73      0.61        44

    accuracy                           0.88       344
   macro avg       0.74      0.82      0.77       344
weighted avg       0.90      0.88      0.89       344
"
185,whole_pmd_merged.pkl,46,0.8682678311499272,0.7899464084361314,0.8682678311499272,"              precision    recall  f1-score   support

           0       0.98      0.84      0.90       300
           1       0.44      0.86      0.58        44

    accuracy                           0.84       344
   macro avg       0.71      0.85      0.74       344
weighted avg       0.91      0.84      0.86       344
"
